PM2.5,PM10,SO2,NO2,CO,O3,Temperature,Humidity,Wind_Speed,Precipitation,Month,Day_Of_Week,Season,Elevation,Location_Type,Traffic_Density,Population_Density,AQI_Value,AQI_Bucket
24.73953718410397,47.27774515417829,29.586961109245486,24.015113494523618,4.64367538562129,31.07948809396461,23.19808810336099,94.34619576710003,2.029571458787794,0.1575123650143385,7.0,6.0,4.0,134.42393609743277,Rural,1.290211616237486,2099.893427426208,311,Hazardous
9.602059572658254,20.742756339953498,45.73182572712528,83.31260055795158,3.1918439383591397,71.07964247244071,41.98688153783591,57.75320674319847,0.5717814256723647,0.5448844828775891,5.0,1.0,3.0,213.84292363219708,Urban,3.1344323039494726,4691.886947234703,340,Hazardous
44.55090141319709,88.17848649351734,16.812532475121394,54.995888668335354,0.06018034386253537,21.024802464606157,20.85453885712213,65.44683024278172,1.3857695850005767,0.06295107900226193,10.0,3.0,1.0,483.85848028582996,Urban,11.739121762344933,1111.9358371873252,293,Very Unhealthy
8.027721694185601,14.119182625165747,1.5955611106570817,31.745521660430512,0.5026630694794484,7.600106776629573,16.916804614024763,73.41892300442261,6.243437287223524,0.46046025394228446,11.0,5.0,1.0,303.79155197227044,Urban,9.047084749044249,1376.3951904589933,33,Good
7.091901657520101,9.4999646767845,33.28793258639621,49.86383140433881,0.09346948419560298,37.25290181312359,29.04089614216914,53.711844904714695,9.529766775804921,2.0828606659145765,3.0,3.0,2.0,141.47787287769142,Rural,9.983522891416687,2690.091306378275,35,Good
29.009256268322023,58.16423649630485,1.6181660255952466,69.02072526770961,0.2541354399878619,15.301500780779234,29.19565315988303,71.9622617269825,9.685461759284816,0.1725408624893435,12.0,1.0,1.0,311.8092325554302,Rural,1.7614664617883635,898.3739925505674,45,Good
42.20030711968576,81.816155970604,3.001513862621556,3.0524124139913194,0.8633017041129533,17.099071981398655,19.132111925289216,60.209679354295275,2.1344776705962722,0.9421861790366637,2.0,2.0,2.0,360.2480651010669,,4.3313023316470245,2770.3400506967905,239,Very Unhealthy
28.467533615356057,54.03301888141989,35.45633051309935,20.012263977687915,,29.348998066031477,,,2.8699629937827975,3.0102161175522983,11.0,6.0,1.0,62.097111625752774,Urban,6.580340215418394,3159.4565914457617,196,Unhealthy
22.826687656269012,40.28618277837198,10.841914923345708,14.117799347326802,1.3479440092911326,11.101456753211226,39.470703017347134,45.83118463847519,2.3801889179406914,0.44403885516257013,6.0,7.0,3.0,548.142638169785,Urban,3.7885644066148605,2685.7966817286588,135,Unhealthy for Sensitive Groups
19.610721524752115,35.30619699959374,6.384626082738398,6.489598780924225,0.12879615972340375,28.071442185311696,20.670140911868042,94.70830910139045,3.2953997019002004,0.18509804373257815,10.0,1.0,1.0,568.4105346459787,Suburban,3.5298258926001598,2528.530722183974,46,Good
17.098647460299755,24.393700667884126,20.95754234189599,91.29205448846857,1.7516703079351958,40.747862782115654,10.481263831268306,55.312629782405494,0.9938973149977709,0.5597105386331332,1.0,2.0,2.0,318.0001114672442,Urban,1.6540742005541587,702.4537235797842,246,Very Unhealthy
51.56698950779174,98.38531376506114,13.532749520528089,38.204746256769525,0.25821524603991775,119.62205936680294,26.928696764981318,67.82198045552795,2.1835829976978167,0.9316756634411913,8.0,5.0,4.0,269.98775105868594,Suburban,1.6892946897097996,442.9532330905405,319,Hazardous
31.815659090848833,62.65644291117362,27.562635092756445,48.64980200668357,0.14356270691759226,22.594145280445865,33.9459148256923,60.07321860927888,3.861952898617167,0.09397885080739862,5.0,6.0,3.0,303.44161320201874,Urban,4.1795469758350015,2223.3096509647094,211,Very Unhealthy
18.259782204879812,26.309194216449747,14.093289485913536,14.66552204890575,1.2690275085005112,29.857353827236018,23.093914642407796,43.820220113233745,6.265058981476218,0.3012108050552357,5.0,7.0,3.0,433.9576477706036,Urban,8.52939339541917,247.97819309975216,73,Moderate
14.049097939673358,29.626536710942723,14.379181970303456,19.664084439142076,0.441710529936086,51.58357558376391,30.371272087373036,72.4988344889813,4.110681296176572,0.1922343248881966,2.0,4.0,2.0,367.89140244671546,Suburban,6.376285897911641,187.58966984130493,66,Moderate
38.81428435061811,,26.805208174093647,24.90124082716316,0.26984774765760844,25.469074670328705,14.526641056634213,56.03531562485625,2.7697565534496746,0.16659012844233503,,6.0,4.0,335.8842300858748,Urban,,1357.3046870534347,244,Very Unhealthy
50.75162510103326,86.2430546299059,10.703897253436667,33.544376440103186,,19.886917627205072,31.282594678874105,67.88579708830585,1.4182446555164656,0.9859981389747081,5.0,5.0,3.0,507.34951204565715,Urban,7.348010770765835,877.9995481533832,278,Very Unhealthy
47.718146727043326,79.86266310331564,4.464857298908235,43.49593617964649,0.09541828542647003,71.69683112684048,15.447845295037256,47.92302017421119,6.5218910701759345,0.27379149264363484,8.0,5.0,4.0,469.6408188842776,Suburban,22.730122221288767,3256.7082994843317,217,Very Unhealthy
12.015705723170205,23.49573664871498,21.943476490062793,41.55242619750398,0.2913486573611171,94.16478434955908,28.051731831289448,56.102751991606446,0.8638841204713595,0.2070584701043918,5.0,5.0,3.0,156.01294724406708,Urban,7.891791210273734,2218.4505907047037,191,Unhealthy
19.477467019314364,33.07092006523126,8.79054096072806,20.741593445047855,1.6489739579666074,25.203234685707745,32.67669488764368,55.583258294626475,1.0570696975311293,0.4625529122274436,9.0,3.0,4.0,433.10937478843334,Suburban,2.394643488276606,3143.592853964427,123,Unhealthy for Sensitive Groups
16.821524512801478,39.37848837579101,15.09922507322801,70.8530217088789,0.3437945165069785,19.456282872194038,25.987039684153377,68.25922445663655,5.063955098398828,0.12384722392858472,5.0,7.0,3.0,472.74309102212476,Urban,2.6929089034676323,4641.070116213669,123,Unhealthy for Sensitive Groups
21.57432173678983,43.596771099466224,0.6614575040076751,61.43562456609648,,17.000811645748065,12.64552167877147,64.61765749375785,5.561598721009503,,,5.0,2.0,341.7389547943563,Suburban,3.3369237183881504,6181.313919473015,81,Moderate
44.266327850448846,82.04785581446907,10.296837543352712,31.07768412971113,1.1695680249830407,52.881778294572534,13.079217354241827,57.3510945930394,0.2297261109853431,0.36728543935824964,2.0,4.0,2.0,389.8550125925572,Industrial,5.028972717082393,4213.787980777702,339,Hazardous
61.533936858108156,113.37648136460666,6.874777654066423,25.628455276788465,1.0311221529471657,79.20318050432317,40.93121056510033,54.45083732154416,2.78853167530126,0.2632004189382445,5.0,1.0,3.0,253.88428783647373,Suburban,5.180503853934695,2628.4540055760026,344,Hazardous
32.67730710462748,65.47348869016531,0.6204633231682357,19.479863247776443,2.1875343827690985,44.92015687345577,17.318586065068118,64.7236519774785,0.4664757383000661,0.17476624456891313,10.0,2.0,1.0,119.33696512109492,Suburban,2.0753426715502727,798.2367022226879,231,Very Unhealthy
14.472669346383258,30.283395282126556,10.606546246784935,33.68733116031403,0.6453669135085058,,32.65123973943706,62.965730619868786,2.9229219024733255,0.027730527024455,10.0,6.0,1.0,583.0917843308528,Industrial,4.130520982891116,5770.447805189332,138,Unhealthy for Sensitive Groups
24.312629473333562,46.26156524448053,10.946210507783134,59.24088747179596,0.48386394168325136,68.11412627597734,26.18375885332387,61.933849688249666,2.4647718604901825,0.36779173726214176,5.0,6.0,3.0,99.08070316233503,Urban,2.7880473962263794,622.4468452577199,200,Unhealthy
69.18809302610377,119.63726156549924,16.056114256018635,26.0842358944071,0.13848707564388368,95.87853888679575,14.959591389797728,89.5401050522939,8.22100654337241,0.8480679572683169,6.0,,3.0,552.1888139674761,Urban,12.231857329092751,4736.7158715308,328,Hazardous
26.723829023307793,63.412627068985124,29.20433040878323,15.69376198747171,0.42223633843433783,46.06680282048145,19.672424605387803,68.27904509824609,,0.9531718810013028,2.0,2.0,2.0,290.2126415998257,Urban,,6693.555335232473,179,Unhealthy
19.645270538633657,29.84557318299942,25.649750791950847,25.637389785621657,0.18855908176710545,24.298255587582936,41.99833013763785,88.86050249700739,4.660179074991454,0.1342273737535528,5.0,5.0,3.0,487.11594430510644,Suburban,6.808746935743237,3314.885995966519,87,Moderate
20.98278917701918,36.206306833133695,7.388892964907435,31.50712443414947,2.804495031934965,56.8086104152158,59.8964760940987,58.95741075031467,7.337577018417751,0.4576970718990576,1.0,3.0,2.0,303.4373982657196,Suburban,6.743118518726877,825.199552781589,125,Unhealthy for Sensitive Groups
32.572700460720185,50.357219447246344,13.789462154351712,8.90782445255203,1.8864115351363933,73.53167235875293,21.826876671140027,59.27380111181899,7.52178839054123,0.9685590395322813,3.0,2.0,2.0,440.6116169310251,Urban,3.512882378048088,1460.5088345134347,161,Unhealthy
12.38447601757894,24.986047625488403,18.067654107824318,6.795812900388013,0.2970398069684671,27.392223205565077,21.136217595628025,52.41869947417586,3.696521033185049,0.2627378133649704,3.0,5.0,2.0,367.32816808624665,Rural,16.620197778809153,2844.5722266854973,49,Good
16.48795677185044,30.433874375754826,7.608693629731961,16.049951537237025,0.09824589868600339,3.894587397014668,8.617040857976072,64.52861057300309,1.9808257296860925,1.3451308099321075,3.0,5.0,2.0,199.59350876756008,Urban,7.054411790430244,1059.1207428737175,50,Good
47.246585903613756,88.87023681832856,1.8576722620020092,70.75382160387467,0.1601590212829466,23.757385075403977,8.500846079722464,55.115051680259995,6.032351074392387,1.1664114878965013,3.0,4.0,2.0,320.1179382170469,Industrial,4.178271542562584,2594.1094919953257,252,Very Unhealthy
31.921914229845964,48.764117458200566,9.556709376723733,56.98053100631877,0.5526078664181969,11.00089875382647,16.427480995490598,52.977634877286334,5.828552180488784,0.11668148192892792,8.0,4.0,4.0,278.5604387415118,Industrial,8.118302110346125,3269.622551830954,160,Unhealthy
26.9274126071832,54.03387102983442,30.154902699256,5.2465270777340125,0.19637425801513553,24.752804987744472,20.549965174622653,31.49548748373949,5.028996092533115,0.14985359791905384,1.0,7.0,2.0,396.44706860024866,Industrial,1.8553958098867933,3543.8427818577984,147,Unhealthy for Sensitive Groups
48.84020347018551,83.87518923898584,1.7242051336335744,10.942494606408841,0.037108944039929814,31.518951615438176,24.745581845211177,81.98767738475377,3.684586254720294,0.09949505339390297,6.0,4.0,3.0,321.2311831260343,Rural,7.97796743412859,1439.4368524276338,169,Unhealthy
13.72028675672288,23.951490165281857,3.935644382958079,42.97151461530772,0.14848750908754885,48.1922054322547,31.90133776722439,54.25102967496316,2.900700777776034,0.10911180670003055,6.0,7.0,3.0,342.9235325849319,Urban,5.018175610161194,2336.9032692361657,83,Moderate
19.176523758464704,,5.029393273018101,17.810991826746893,4.148598095064376,53.82231206562249,27.208762260865264,82.12457147371727,7.536694725303601,1.192234385964326,1.0,3.0,2.0,146.11927176015735,Rural,3.978134121921891,2731.367799233076,126,Unhealthy for Sensitive Groups
31.18395457172091,57.437451649757136,3.9910340376493854,35.02707566059466,1.9674679830868302,26.070424263726828,32.06708470202309,,2.4585068100623024,1.3378247291850525,1.0,7.0,2.0,108.28021800816086,Urban,3.6282661711682636,339.5606760301231,193,Unhealthy
30.403718858960445,56.386406729463125,21.033275779986532,5.589416727406268,0.05702616659558112,50.396806483371925,18.86051140599758,69.66877339606974,1.9043707124851676,0.02664619361356745,3.0,2.0,2.0,310.5941743047512,Rural,14.005785252659024,1386.5067508492518,171,Unhealthy
6.387683614476196,15.49372460558415,6.09897364100258,25.236406165491406,0.6431456857279299,47.62815539060039,24.292075748152797,61.11448444162072,2.760008513200712,0.45021281990969386,8.0,3.0,4.0,327.23281665657794,Urban,2.4534056991616824,2473.249676514969,48,Good
17.70692120407672,34.01641136703172,21.49301991051026,23.244276638394986,0.30513211974096394,47.06165625346985,21.359000898402964,66.22050770975918,1.6586380066981892,0.41532214209606383,6.0,1.0,3.0,142.26490692772393,Urban,13.407234474192913,3237.255119693649,159,Unhealthy
22.004975555424096,37.90341648701979,12.152385380060736,48.81446893736706,0.39683714290302335,17.84269667212769,12.332792978684255,44.86445754497254,5.846897522944356,0.24759725328874144,4.0,5.0,3.0,385.7334856558142,Industrial,1.4650986248641864,7160.464746345989,134,Unhealthy for Sensitive Groups
33.669083130476515,59.77200399368158,1.1449660767596495,33.54975717504025,0.44510469079380843,57.36227721183239,5.25988044954018,77.73525197983405,3.687306861619651,0.49942545981955483,5.0,5.0,3.0,392.25669029640386,Urban,1.4568954054500804,3017.133814490858,175,Unhealthy
30.326454622763993,55.6470117142343,7.780561233474023,27.87249147572839,1.5905891056165027,38.99325308744733,18.308572493326665,54.49739523389292,0.5031806697927667,,10.0,5.0,1.0,323.4200301290438,Urban,12.115381082662495,589.4136410450818,213,Very Unhealthy
23.58589446001963,37.97682956030366,26.253867274805387,4.258755459302244,0.6884657215293044,32.183764160492906,0.19025432698398603,73.88514953416143,4.56736426398632,0.09331835648479729,3.0,4.0,2.0,302.36078695984776,Suburban,6.5464354217303935,973.5925997795102,107,Unhealthy for Sensitive Groups
3.2115762285900096,10.760880508405366,13.416214383052324,85.10102862957599,0.8186340075370488,19.251499543656546,13.67123132152589,38.089944262230134,,0.06415021171062962,11.0,5.0,1.0,109.87546261357406,Rural,3.963696732067673,4950.321549538656,60,Moderate
24.490067916771906,45.52539190422686,8.395970655514638,40.801910470751594,0.023085447807989896,25.518001795906883,30.45169461222244,48.682362797792194,3.3687094147565184,0.01698038231556121,11.0,7.0,1.0,107.36048850717395,Suburban,3.1074807398648483,9189.835494535364,102,Unhealthy for Sensitive Groups
26.18458541677835,47.506135089810876,30.433943739229793,13.600563586392395,0.6202588389213071,,26.801621465664834,65.57673150117412,4.026235043600449,0.22614732769591628,6.0,4.0,3.0,359.2063421404644,Suburban,11.027476498160393,770.4614037978042,174,Unhealthy
109.46996683174306,203.00842309229486,3.4733511371271417,27.337382525002553,3.1442139982619253,50.22845519980982,25.21404045400808,57.54550506525097,2.227741776861671,0.20596433379643211,6.0,1.0,3.0,175.79680502904367,Rural,7.870030884193174,1338.721125389884,463,Hazardous
21.456896589459497,38.02184564497025,,18.270698214610853,0.2633426699206894,20.936644877110417,36.80526291231722,66.85294884552692,1.8873597855992668,0.281779001270035,6.0,3.0,3.0,186.33553493656865,Urban,2.3435335557840045,9497.01691227274,117,Unhealthy for Sensitive Groups
31.305892836959963,55.43850212076585,24.347150889189546,21.223290451972204,0.17301496511995743,37.32373954760223,17.715259841152484,63.11375418143066,5.041559006302282,0.34989462606098887,9.0,3.0,4.0,341.8180707336549,Suburban,2.3456268119008232,7855.536401946808,127,Unhealthy for Sensitive Groups
54.303191383214475,95.32260066976625,20.682203225033806,56.375045592602916,0.7375727203396795,48.66941021464566,31.81953881309822,87.41915207197289,1.182751890110516,0.7090452598916089,10.0,7.0,1.0,605.6478746358453,Rural,11.86098194861138,3813.952179958552,330,Hazardous
,78.34329784938342,3.1155103274594804,10.89318169653519,0.16155479844680865,22.157966432427155,16.92886658437925,68.10517371804626,1.4978357188015001,,11.0,,1.0,240.3838358073579,Suburban,2.0675845414722405,1365.1877176861508,160,Unhealthy
63.19206870917219,115.28797421816752,17.558243543210004,42.02023456223162,0.0017004015027077925,56.688045145060386,27.774532576559206,53.509792522460636,1.7893627486082417,0.20069653707257826,8.0,4.0,4.0,607.6018009990947,Suburban,2.4506036908006354,730.8814579345452,333,Hazardous
6.493683291115296,8.357208921458,5.9906458176236965,58.01237528078265,0.23737094569237055,5.994538318464349,26.535485542601712,54.1014546049925,6.4557875558126625,0.8768817343828009,6.0,6.0,3.0,288.5615555526105,Urban,11.73573865230172,1262.695724816345,39,Good
10.305928412404883,17.66220125676179,0.5590567781904661,37.45555981604572,,56.338655490683955,27.075196377161216,78.06191610695181,7.738624717592399,0.9478826869051297,2.0,6.0,2.0,384.5779807591491,Urban,4.5122754844749835,1631.6159115439923,45,Good
15.559005666633404,24.708198857343962,8.563634793575744,22.090605725974825,1.4950251520088733,53.79379250913118,,37.07487626755679,1.775546864079313,0.1324816964292795,4.0,2.0,3.0,443.9574266746704,Urban,3.0389271146961954,1707.2140395160332,153,Unhealthy
5.38975792278382,6.177221991933424,47.90069205605806,12.74086679868646,0.0930959985549209,41.5400347240739,28.19321886072937,68.38792486063,1.5230378522202788,0.18892873225746706,6.0,6.0,3.0,454.8776209801171,Urban,7.581830791422853,332.8712887241127,104,Unhealthy for Sensitive Groups
26.351359404122213,38.78295776878575,26.611320085728032,14.381812603935312,0.44928052916763034,28.53082245218721,28.975059450909775,43.26329464761039,3.655709330209529,0.8718172514413612,9.0,2.0,4.0,350.85970626780835,Urban,6.8243185572886045,907.1095575648186,106,Unhealthy for Sensitive Groups
11.087665658557754,18.80324691699618,11.162448095482997,,0.2166949551953581,15.934599905122163,10.693474862787614,76.63841303901312,2.830038473954871,0.04136930149593529,11.0,1.0,1.0,265.54714226989347,Suburban,4.997586834573676,2540.015993945887,45,Good
68.62813120023135,115.01956983001638,1.5633943341597965,26.041629911984224,1.217680539165743,34.95285862591698,33.48496068900061,53.51650721501437,5.920937539919016,0.19714893255399044,2.0,2.0,2.0,424.2100476875319,Urban,1.3059044548336547,1315.7152025745393,316,Hazardous
12.693013206679337,20.53334534032525,0.5986933645568816,45.77869270043897,1.2884869945924577,46.520316945688094,12.640836247633967,67.89354002778,4.762834412069827,,6.0,1.0,3.0,363.6011142600472,Rural,6.664285068339446,564.166706745851,53,Moderate
19.267548268044592,31.618113653092227,12.1872102531185,6.042207093321209,0.1733475528042168,,16.226489961907284,60.55789917931004,10.052738930001754,0.10355613044592156,10.0,5.0,1.0,234.620132097894,,8.404365611920248,803.0593539875279,31,Good
44.29443239556379,84.98945359834285,16.599937503329166,55.8916581261511,0.08311723405301269,18.626600852493635,27.419691680554045,39.19956338598657,1.5853949473819464,0.0991731529592024,11.0,7.0,1.0,511.3631750324864,Urban,6.4770618582060635,1896.7876516671304,279,Very Unhealthy
7.9370708545124025,9.212053506574115,21.23301901938232,122.80854471623348,,24.85231580561926,30.979135073989383,69.60479933241749,5.859211582748958,0.2765726839245347,10.0,3.0,1.0,368.6097956754314,Suburban,4.259461000032589,429.5018998144494,76,Moderate
5.003747473649867,5.200813528497382,19.291926153534472,23.785783694077857,0.9176591389565408,25.545713528070646,,49.1870062525031,2.463840956528089,0.7022734137274321,10.0,7.0,1.0,187.62152078416585,Industrial,8.285306585868188,6360.993659694368,81,Moderate
28.748576156664186,49.839816386037675,20.664141184503162,20.976825581354657,0.2617648415729533,8.606218500845609,28.255604071093234,72.02775723376078,1.4425417039375341,0.9170193235485662,7.0,6.0,4.0,170.07624502108925,Suburban,4.668425494636301,466.64937830919246,127,Unhealthy for Sensitive Groups
30.377857286246297,51.77942485772945,14.916579438101898,22.613049097922627,0.28412415024206206,76.18152910916729,13.633123835538456,44.97000272736098,2.4305130767672694,1.9372454291312546,8.0,4.0,4.0,593.8374936123516,Industrial,2.1523183935386148,4065.5447535671183,191,Unhealthy
43.40181959735746,84.96954926235281,29.929102279488497,27.040868032251097,0.314770468695629,81.07167891697696,19.763253119444848,63.63098432031468,2.6383775951845396,0.038431909980658235,9.0,1.0,4.0,226.10774495912693,Urban,3.4107507479845545,9077.356537491154,318,Hazardous
36.53065830041622,60.062348075501106,6.860366009230344,19.665250222203913,0.048142549303945334,17.053741636799728,4.4962788363928965,60.58596766101036,7.272110145044577,0.12210839597944369,5.0,6.0,3.0,412.94175787954555,Rural,5.342682332631983,537.3423703845145,58,Moderate
31.203355058554337,54.2690166104686,12.020214802399616,3.1324010831245808,1.7377786456260225,103.90232624537526,15.81214691122232,50.961242802289384,0.8058430171474967,0.7065858561448812,9.0,4.0,4.0,356.5280827373718,Suburban,9.898212279335715,694.2352596120212,251,Very Unhealthy
14.008221254313394,26.875124503586143,1.1529953838439502,22.21773745511918,0.032676520575714824,29.241939391918905,11.58381024254603,80.69625095816524,1.820497496929043,0.3889155860674051,9.0,4.0,4.0,407.84243655140335,Urban,11.559122827172722,,49,Good
29.772673674554163,57.99672932940753,6.706786792170588,28.2987687423419,0.1435247006754975,56.950285060596464,25.13321019523265,60.50313140737204,3.5299026279647956,0.19851026256010335,11.0,3.0,1.0,586.7720384840023,Industrial,5.185733881905276,1469.1641303507254,167,Unhealthy
31.115613902410537,54.10689724468795,26.041560640644626,60.05739834903148,0.03227535359370956,54.50940666645391,48.56128962677403,53.6751784920967,1.3590179825633897,0.11507757589655893,7.0,7.0,4.0,449.59741217758005,Industrial,5.8255004562338115,5073.217317199484,305,Hazardous
13.561264392127764,14.819777903311014,20.127853713339533,10.760681499962923,1.362995334977977,2.3493515569514827,32.601208090554415,64.48132919361343,9.40824921765334,0.16458377660020956,2.0,5.0,2.0,425.3656085766214,Urban,3.6706640119617484,1803.5531533120884,40,Good
81.3311327966764,145.64551792609,0.2247961069918404,76.63789348470124,0.13972305300803117,36.08670496632035,2.551397334107463,38.16477410109727,,0.28043611998372964,8.0,5.0,4.0,270.46908822554195,Industrial,1.053857330435045,888.3227558386643,330,Hazardous
35.34410356152164,70.37952879164253,50.5436452219189,18.574580163774556,5.483258962840553,16.066594976896994,9.823625952135899,96.77548013851634,3.322366515951334,0.09749141849664497,12.0,7.0,1.0,200.3140179275013,Urban,2.1909975948897658,,370,Hazardous
10.476926182055948,20.26940416485284,13.447469660486288,12.000557088057693,0.5795558544245832,4.635346467683244,12.011711819011854,43.71456402005037,5.053364702997602,1.6652663365115437,5.0,2.0,3.0,662.9198523360817,Suburban,5.069212418903938,1638.3302035902118,38,Good
43.54916857803393,79.57059275226074,13.675085883233466,40.809475988477644,1.6433512335384945,39.952425510682396,7.448341200100195,68.2768667858258,8.411766276152322,0.05691393391486462,11.0,6.0,1.0,293.72457154286394,Urban,5.592773168257416,862.4254330801642,202,Very Unhealthy
48.68092710605849,82.3105788330203,6.258423894029813,16.84137411423496,0.0059313193284847125,51.484221564128134,22.175222892167746,60.916759540464255,,2.1194806247905227,8.0,,4.0,283.9966422504908,Urban,5.1636100751225396,1034.0946787802898,187,Unhealthy
33.87567523142123,55.147857465114896,7.821415534566466,24.146108737887253,0.8434131009298118,21.255149582016813,27.287555802171813,77.70642535871903,4.844837596895061,0.9222425344397424,2.0,3.0,2.0,343.3189282780041,Rural,1.755762083375607,512.2830028948731,93,Moderate
20.542797572083952,37.06724387292161,13.31383839144403,25.44962391388176,4.3756730273583315,38.004577877050615,12.070186477648123,62.66881515118737,1.2111645482101332,0.27508790782921494,7.0,6.0,4.0,328.71826666872437,Urban,7.429605377856539,126.90079281980395,303,Hazardous
13.060280190693147,16.376609731840624,19.199295104578958,39.158741376447324,1.8238642417261575,78.69539592579707,22.76955886701532,50.42560612333028,0.5254002046710673,0.6731837455774189,5.0,4.0,3.0,538.9164321557089,Urban,0.5380102471939284,579.7368153288136,208,Very Unhealthy
23.536457945281473,46.2724354133192,15.532296015364969,23.587768186810262,0.5309106026898017,29.129727852691254,27.202131851448023,32.13035962660895,6.340690366517777,0.5566324230402745,4.0,1.0,3.0,380.94102525464876,Suburban,10.089353056892616,1845.7731874047754,84,Moderate
